id,mesh,branch,bias_V,vela_kcl_A_per_um,sentaurus_kcl_A_per_um,electron_continuity_ratio,hole_continuity_ratio,continuity_pass,electron_source_ratio_qualified,electron_port_net_A_per_um,electron_port_net_over_through_current,hole_source_ratio_qualified,hole_port_net_A_per_um,hole_port_net_over_through_current,converged,pass
P0,original,forward,0.72,2.117582368135751e-22,1.0587911840678754e-21,3.4588831646969417e-13,3.2901164015777154e-12,True,True,-5.483799982707704e-11,0.00011190490459000015,True,5.483799982681234e-11,0.0002549097561410085,True,True
P0,original,forward,0.74,1.9058241313221758e-21,0.0,1.3424312679755716e-11,1.75044380603431e-12,True,True,-1.0236915960771364e-10,0.00010306441702108323,True,1.0236915960586075e-10,0.00023476156630818562,True,True
P0,original,forward,0.76,2.5855612952301738e-15,1.0164395367051604e-20,1.4615407474211975e-05,5.88248650789635e-12,True,True,-1.7690464753899118e-10,9.226076306267735e-05,True,1.769072331008158e-10,0.0002101453159518915,True,True
P0,original,forward,0.78,8.366838987047473e-16,0.0,2.9998020083056202e-06,8.816667023948755e-12,True,True,-2.789160967989104e-10,8.042822515389181e-05,True,2.7891693348259734e-10,0.00018318244230140063,True,True
P0,original,forward,0.8,2.0448561192844966e-16,1.0164395367051604e-20,5.07821525352962e-07,4.964860431037483e-12,True,True,-4.027038560404958e-10,6.906057046998349e-05,True,4.027040605252607e-10,0.00015728391852974616,True,True
P0,original,reverse,-0.0,9.000370045230736e-38,7.031155174596202e-41,1.2311519669154867e-14,1.384502741089879e-14,True,False,-7.224948000914584e-37,7.224948000914584e-15,False,8.124985005437658e-37,8.124985005437657e-15,True,True
P0,original,reverse,-0.1,6.121082608702855e-27,0.0,4.16661258026065e-09,1.6994744614148885e-11,True,True,1.4750951839344882e-18,0.7716584618164521,True,-1.475095177813406e-18,0.8850607460327911,True,True
P0,original,reverse,-0.2,5.070850284055151e-28,0.0,2.1255383087911342e-10,3.8657827035667137e-14,True,True,2.386112396269355e-18,0.8420261403140107,True,-2.38611239576227e-18,0.923926602470703,True,True
P0,original,reverse,-0.3,4.970501630232799e-28,2.0029671421627253e-32,1.554388651790563e-10,4.934061091760596e-15,True,True,3.197816750812006e-18,0.8766832447392146,True,-3.1978167503149557e-18,0.941856648275811,True,True
P0,original,reverse,-0.4,5.043679264399736e-28,4.0059342843254506e-32,1.264888552488324e-10,2.1306461969940226e-15,True,True,3.987506867597191e-18,0.8982466512095885,True,-3.987506867092823e-18,0.9526393481567593,True,True
